domain,length,entropy,label
697095fc36c71d61e50ab04ff604a7.ee75a0131e25e8ea20ca4bfcd01ee72374e.c2server.net,79,4.145306,1
mail.edcivaia.dev,17,3.057476,0
assets.diat.org,15,3.189898,0
assets.teosness.org,19,2.865577,0
DIkDLqpFhmg2FLxSy3WLOJsHe2yibDYD91.JQYg4Jp7+CNZRwMFeqCDf3mz/xAUfb1.Pn9dBySXfQQbB1RQmhHt9DF.c2server.net,103,5.46404,1
api.eddiup.io,13,2.873141,0
media.teca.edu,14,3.039149,0
itcuim.tech,11,2.913977,0
cdn.faya.co,11,2.913977,0
assets.acetancefu.app,21,3.177566,0
mail.amlepo.app,15,2.872906,0
support.oppu.tech,17,3.146286,0
niofnike.co,11,2.913977,0
assets.esgecese.info,20,3.060964,0
login.iotioned.dev,18,3.19716,0
www.unanceki.net,16,3.155639,0
auth.faen.tech,14,3.093069,0
support.roouvi.org,18,3.127987,0
static.zigi.tech,16,3.155639,0
8e4a4cb6c6b5b654222b.50fb3858ea32d06814b378147ac80.tunnel.io,60,4.220915,1
n8C/vCtpdHcNtJqMEp5Q5P+EZAJ1t9h.n+aQ1eSHXP/=0Ii+dXu6n5lfAPviXsf1blk.XXvr8sxIr=UwK3Z5OQgT8F=Gc7T.tunnel.io,105,5.533167,1
shop.goci.co,12,2.855389,0
c1T=apSoA8phUzgGuYDGaQzc67YYL5HM=I.Idlm7aDC=oitaYPjcxouMec.data-exfil.com,73,5.057918,1
www.seadwo.info,15,3.106891,0
auth.taiara.biz,15,2.973557,0
assets.faisvo.app,17,3.101881,0
assets.sood.com,15,2.923231,0
mail.dabuja.biz,15,3.189898,0
93dba620ae2e6c3334d9ab1.1783fad3b70e117da75db342f8e83e.botnet.xyz,65,4.22847,1
www.rodazaso.gov,16,3.155639,0
docs.iaob.biz,13,3.085055,0
shop.zahuorha.org,17,3.175123,0
auth.oaaditou.gov,17,3.175123,0
static.ousi.net,15,3.189898,0
support.tulu.net,16,3.155639,0
67f0a885bf7d09c2b2c785bb53c.8c3c6184c3bfbd2e2f3a186868.evil-corp.net,68,4.34951,1
static.seirisid.biz,19,3.17611,0
login.viri.dev,14,3.182006,0
08b82733ac1145b5122dcf5a.0da35ccd9624292b4fe8b.tunnel.io,56,4.328891,1
docs.voive.info,15,3.189898,0
support.neesup.net,18,3.086049,0
urubziyo.io,11,2.913977,0
media.retiveie.tech,19,3.17611,0
assets.ulde.io,14,3.182006,0
static.vani.biz,15,3.189898,0
login.yoenso.net,16,3.155639,0
ae5fb041ac2b0615f3befe.38161e3f82da6bc1c23c3f6519a.3c26ad29dcbd82b852cb1c13.ffd8a6c532236391937351a1f0611d.c2server.net,119,4.092196,1
static.erie.app,15,3.106891,0
media.idda.dev,14,2.664498,0
static.eaet.gov,15,3.189898,0
assets.haatje.gov,17,3.175123,0
mail.immi.tech,14,2.985228,0
login.voea.info,15,3.189898,0
auth.isguti.io,14,3.039149,0
api.uasour.co,13,3.085055,0
50DcYjORSy8IppQ6L=zIG6marwMONJlnoJX.lC09ggUOQ8fsqafrO=rW7tRULmc1J7.jgddipB3RCDD6i5dPqpRu9Qn8Jm.evil-corp.net,108,5.49643,1
assets.ouviespa.app,19,3.115834,0
cdn.fara.org,12,3.084963,0
auth.ialadi.dev,15,3.189898,0
blog.usyege.edu,15,3.189898,0
auth.zion.io,12,3.084963,0
ugvoal.edu,10,3.121928,0
support.ouun.co,15,3.006239,0
c8468357f14ca09ee92cf.a1104f603db5264fb3b0e83.evil-corp.net,59,4.469354,1
mail.ipni.dev,13,3.180833,0
www.iewoox.biz,14,2.807355,0
www.ufcuweucia.dev,18,3.127987,0
oaing.info,10,2.721928,0
www.hameamvo.dev,16,3.07782,0
cdn.mife.info,13,3.085055,0
cdn.nane.biz,12,3.022055,0
da080a05f462cf409c21a92a09da6f6899.fe26222026367840b7f994.64a9d2449fe2fdaedd070fada7fee110.38fc0c9d66dfae1797a76789da75ab9683.exfil.ru,134,4.069943,1
cdn.edna.edu,12,2.688722,0
docs.poadpukona.app,19,3.115834,0
shop.edelless.tech,18,3.127987,0
shop.doet.com,13,3.180833,0
blog.bepuob.dev,15,3.189898,0
u4cLk7DOViJjbStWK2v3WRuf1.6ApwcJ8l5ZMlzaum8XWTvS41SRPwv3ya2M.tunnel.io,70,5.275362,1
docs.siki.io,12,2.688722,0
shop.foisible.io,16,3.155639,0
blog.jaje.app,13,3.085055,0
emtusegaot.net,14,3.128085,0
login.neir.biz,14,3.182006,0
shop.kujo.org,13,3.180833,0
fd37dac8ac8b672a20d642dd.07405b6cb7dea7d20d9a83ec4f31ec3d785.71b9f75b983d33ca99706b.fd9c60ae47a11daf599b7ac.botnet.xyz,118,4.225846,1
media.rilodiva.dev,18,3.19716,0
api.imongo.org,14,3.039149,0
static.taut.info,16,3.125,0
login.goid.biz,14,3.039149,0
api.sair.edu,12,3.084963,0
jaluuc.org,10,3.121928,0
91f0f19ad2efb514a99e6096b8c50a0637f.a3e2a6d1b55b14b8b0d652d420.2f9316d0502f7130506aeebf3eada6.botnet.xyz,104,4.193526,1
api.ucet.tech,13,3.085055,0
api.uman.info,13,3.085055,0
13a1edb0c4187742ebc8c75d8d0.75643e91528ead80846c94.82609dfe9db7674423a05b119d5d80ce27f.6c372f722dc3d111bf48e4c51b966d6c0.evil-corp.net,134,4.314115,1
login.amli.info,15,3.056565,0
api.capeig.dev,14,3.093069,0
mail.fava.dev,13,3.026987,0
docs.essoun.org,15,3.139572,0
shop.isangi.app,15,3.056565,0
api.ipupleoama.com,18,3.19716,0
login.elboiani.org,18,3.19716,0
shop.noyo.com,13,2.931209,0
www.meun.io,11,2.845351,0
cdn.deva.app,12,2.918296,0
support.hoho.gov,16,3.125,0
shop.supu.net,13,3.085055,0
support.ufnoos.info,19,3.195296,0
api.ople.org,12,3.084963,0
static.deya.app,15,3.189898,0
F9kC+MIikpusxXWS0I531.Ok6e/C4i79i6v3rBCASfFAmomqbYHnUEEN.OrOWZ3C+0i2S2F5HT7HLDO5Fr=zQKufl0rY.tunnel.io,102,5.499398,1
media.aled.net,14,3.039149,0
blog.ocel.dev,13,3.085055,0
a4bYySYO/gcxmvYBgj72e8FEtd/kac.LlY2FMqlyIC16jNqD2/VezIuACen.botnet.xyz,70,5.189648,1
support.ousro.edu,17,3.057476,0
17ddc946544bb0d3f8d8fae73537e6a.ed7d792de3b86ac93f62019fbca.a2dd6db8659731522f2bfa3fbbca.db3dbca7885962361a3980bd4240908ac.data-exfil.com,137,4.229808,1
mail.iblesi.dev,15,3.189898,0
auth.vovida.gov,15,3.189898,0
support.upuplo.gov,18,3.086049,0
afc535df61f9daaed18c9565cc6f9.8a5c1e7eaa4a01b3db02649efcbe0d7.f5fca93faced0503ed8cd.data-exfil.com,98,4.158463,1
XKxy5apcXkQHUcac3fc8H1jKS3.pcs93GsHKnnfsA0Q9O=iz1gKBmm.kp0SHNroEFzAX9ESvAY6ytC.U2mYL3yO4k4EYGxqekOwK4UN.tunnel.io,113,5.451662,1
static.osfarata.info,20,3.184184,0
tA43GZsnVeoNb6adh58xzN.gXsFH5Bj6AtGmAlivS7hQabK.5JT=hKycWnAHzUbGBDTVUsz3tnQ.evil-corp.net,89,5.382652,1
www.ufvi.com,12,3.022055,0
blog.soou.info,14,3.093069,0
media.ipar.app,14,2.842371,0
alaloajeot.gov,14,2.985228,0
91214c35928a617ebb0d7c9a7d23345d.74331f68169028b4daecad6f90e1d7.c2server.net,76,4.274409,1
support.odotud.dev,18,3.19716,0
c0dg9fG8ERb42ysbFz1FG9K+jWgNrVQ.ReTgwLk8MbufZV=cVnQbaWsVf1NTmkbQPb.data-exfil.com,81,5.31165,1
static.ilot.info,16,3.155639,0
amfoea.biz,10,3.121928,0
login.otlaig.io,15,2.872906,0
e929b0b100f35b08a98c0eb18a345.36f377fda0396dfdbe0653867dffe100.146ab94bad7e19ae349a1dcbf4b1d.9a6132ebfb3e06755fcf183b6fde0a9a8b.c2server.net,140,4.161903,1
static.igin.org,15,3.189898,0
static.uccici.org,17,3.101881,0
docs.ceov.net,13,3.085055,0
eaIHUDyRxt1BcYBrmaGhv3WY.QE7XdzC6R2TIW3iaQnL0kR.eIOT9q2vqrS9MZwCgj33FOTY.FnaLSob7ds1rpXLQV/2NI.botnet.xyz,105,5.579403,1
qOxxuEefyWJ3FRXkoLTOR9H9qSa7MZ+gt.BqW=80tfbrchAlVeFypyR.lP=JXEdkb=1fDe3KJkzxLs.Z9gfc22JKbAToiqM0dc/qs0EMA.evil-corp.net,119,5.572151,1
8ec55b56df6f45cb3b87876589d9.f018fafe6d1c49db9c1891f0fce76.evil-corp.net,72,4.300212,1
support.tiirzi.biz,18,3.169925,0
cdn.cutionen.tech,17,3.175123,0
cdn.edni.dev,12,2.688722,0
livooaox.gov,12,2.751629,0
mail.inna.app,13,2.719295,0
support.gedete.edu,18,3.169925,0
www.buyous.gov,14,3.039149,0
bi0jCPTlbOxm5o7QdTPgt7KNfmWTND.0B4qcf/V6R0fi7=12a3QyDVybR.ujlFacJNHgMdlaeauH8R982vNG7U.data-exfil.com,101,5.434955,1
static.itfe.info,16,3.155639,0
api.gagaki.io,13,2.661226,0
auth.haenoc.tech,16,3.07782,0
www.etilar.tech,15,3.189898,0
zoerbutoco.co,13,2.931209,0
www.cakian.com,14,3.039149,0
static.toos.org,15,3.006239,0
docs.anfo.info,14,3.039149,0
7ad512f0dbf5c63c34cb1c594b62.049d82f44ee4eacdb7fc9fd90ae8.evil-corp.net,71,4.40799,1
cdn.inuc.gov,12,3.084963,0
api.iecu.biz,12,3.022055,0
mail.laliful.gov,16,3.125,0
support.moes.io,15,3.189898,0
docs.mojalo.app,15,3.189898,0
static.tocu.gov,15,3.189898,0
support.wora.co,15,3.189898,0
api.huju.app,12,2.688722,0
login.owiocido.gov,18,3.038562,0
auth.luudad.gov,15,3.189898,0
docs.iglaip.app,15,3.189898,0
login.sienin.dev,16,3.155639,0
login.odis.org,14,3.039149,0
static.alpa.app,15,2.789898,0
auth.ugguuawiou.co,18,3.080501,0
login.guzo.co,13,3.026987,0
cdn.koce.org,12,3.084963,0
blog.ieobpa.app,15,3.056565,0
f78b6531b79d5839258a7925c1277d7be78.836e53f7379cdc345848db41e1d85f86.a86a64e2e7c4eaa44bbcc2.df4fd802816244d9828c70e8ac.c2server.net,131,4.16103,1
cdn.hase.dev,12,3.084963,0
b4f90ad3a8153334477773.f91b2f7a7c9543c207578a.ed93df46f15b554759cc665ba2398e.exfil.ru,85,4.183537,1
mail.mego.gov,13,3.085055,0
support.zoco.co,15,2.973557,0
mail.enieta.biz,15,3.189898,0
gjrf5GTWELE=73kcO7J+k4N.Tn1=ox9S4aSGaVSDn5sVYP9aWJNOIYZ4rT.DBMQovw=5pxCYvEZddbsfxzvLcB=.botnet.xyz,98,5.456048,1
7856e1217a2ff2228dbcf.4a52e82780c06ab6f7e33.d9ce49fd985d3a489e56f0715d4988f5.faf8812555ff1e12ae0478f.evil-corp.net,114,4.285662,1
support.ulpu.edu,16,3.07782,0
Xe1uV0cxiqKbs17zZN+5saAE.LsSNJAw0z5=0ekGIIHyxkMezjIYavKt2.MYBhA6ntsdPzw0tnc6pENh.data-exfil.com,95,5.45644,1
bd3289b40ae5287647927fc6ec24.490e3c559973e85309f860d927e704.c2server.net,72,4.122702,1
media.adieoanament.edu,22,3.152391,0
cdn.cijaucna.info,17,3.175123,0
www.enda.edu,12,2.688722,0
static.isda.tech,16,3.07782,0
api.atim.gov,12,3.084963,0
blog.iegocoos.com,17,3.051602,0
blog.cajo.org,13,3.026987,0
244b4bda35cde485e0d7a9e3.993c35f03692f985121ebefa.168220f733d425b522e19476.c7067e65b148f100f14a2f5baa53498.evil-corp.net,120,4.35656,1
docs.iticub.biz,15,3.189898,0
shop.osenop.co,14,2.807355,0
mail.vaable.gov,15,3.189898,0
api.piuf.edu,12,2.918296,0
blog.noda.io,12,3.022055,0
jl+B/euVy9XzcLlAL3AbT2D=ycLkp.NrmBcoulCcKcxIVvVFWGiXBKFy59H.data-exfil.com,74,5.246153,1
www.sisobo.dev,14,3.039149,0
auth.naip.io,12,3.084963,0
static.ceti.info,16,3.155639,0
shop.ovbu.com,13,3.180833,0
login.wiioigel.dev,18,3.169925,0
mail.nunuililca.co,18,3.086049,0
shop.habiio.gov,15,3.189898,0
www.eace.net,12,2.625815,0
assets.kukowaua.app,19,3.155565,0
AQ8q5d/IYD4ugUmHU3fN53=P5t6z8HQJ.AglDNle=Me45nUBT90RL=+8eA4jKWpNqSD6.exfil.ru,77,5.295436,1
docs.obos.co,12,2.418296,0
cdn.vaella.app,14,3.039149,0
cdn.anro.gov,12,3.084963,0
media.dokadi.biz,16,3.155639,0
626c608749042f636f5846843e.41260ac3fc2a36c71c123d4acfd276d4237.9d347e5f0216249cea76bc022b009b4.c2server.net,107,4.14087,1
pqgaIe/qxKPmwrj44nE+72nbUQ0sQ17AJe.jrWw+Hzq=J9sPMHvtAmObFPL+mel+.tunnel.io,74,5.276757,1
auth.tume.edu,13,2.873141,0
shop.emen.edu,13,3.180833,0
auth.adam.edu,13,2.873141,0
media.mumeetca.tech,19,3.155565,0
auth.ugze.edu,13,3.026987,0
28cb9654ff44ec64a11e6f448.573f621ace595dc780a768e5dda6dced2.947d29625998007e65804.6470a55f42c31368242d1.data-exfil.com,118,4.234156,1
docs.noku.org,13,3.180833,0
assets.iveli.co,15,3.189898,0
static.zaal.com,15,3.189898,0
auth.vioaci.app,15,3.189898,0
53ff556de4e97138bf10eef77133c26.cb78596a53235038365bf4.535eb15c242984bead236ed30.data-exfil.com,95,4.263314,1
login.onrael.co,15,3.189898,0
login.liut.net,14,3.093069,0
login.diou.com,14,3.182006,0
static.cuie.net,15,3.056565,0
ad077510b102e1713a2b.63df27cc027f049da5e66e.data-exfil.com,58,4.274387,1
static.abvi.biz,15,3.056565,0
mail.imliuldoou.gov,19,3.181366,0
cdn.finu.io,11,2.913977,0
assets.otsumovi.io,18,3.127987,0
support.ziiris.biz,18,3.169925,0
151c86d97740d100d0433c6a0388.31b47ac0bdcac0a3a37a01053cbe41b1.7b618585450516221528b9db4e31c7b92.836fa420bd8766380775cf63813.evil-corp.net,137,4.26115,1
e0bf1c5e8d723fa7339159945e52.7d0589173312e6416bdef.data-exfil.com,65,4.351547,1
shop.paupye.edu,15,3.189898,0
blog.gezeud.gov,15,3.189898,0
static.ucku.tech,16,3.155639,0
login.ugpi.app,14,3.039149,0
docs.kacuiaca.com,17,3.101881,0
auth.homa.org,13,3.085055,0
login.ugem.gov,14,3.182006,0
auth.atobga.org,15,3.056565,0
support.iapo.app,16,2.899397,0
docs.ener.tech,14,3.182006,0
assets.orous.com,16,3.07782,0
assets.lesshosi.info,20,3.146439,0
5sn8inkHBCqcPRiGqvbzP/c.F++XlCldKkN923qwGp2XD8IB5Jwr.NPP4w2LjsLhvc/OKhxo/cKDzi8.evil-corp.net,93,5.330518,1
cdn.niox.org,12,3.084963,0
mail.ubgoor.org,15,3.189898,0
support.topupadu.io,19,3.115834,0
SNU=cMGbpEkYIfJRW6Blgd+V.0i8g8w2qp6S80/n0q6LWm6rTNNtb8gGuK.evil-corp.net,72,5.284169,1
api.fajabi.co,13,3.026987,0
auth.hiing.io,13,3.026987,0
login.obou.edu,14,3.182006,0
obbihalo.org,12,3.022055,0
cdn.gofifu.co,13,3.085055,0
login.ilioil.tech,17,3.101881,0
biziya.net,10,3.121928,0
auth.acouro.org,15,3.056565,0
www.mula.info,13,3.180833,0
m4DSX5c0+lukT2orSbxeTlUUvoeR4xMp.DhL/N6kVKK9u7dp5yFSrLPXrjdIbFxd4.tunnel.io,75,5.274834,1
static.erti.co,14,3.039149,0
static.tako.org,15,3.189898,0
ufdugetu.info,13,3.180833,0
static.nessisin.io,18,2.947703,0
support.ospeot.dev,18,3.19716,0
support.tere.tech,17,3.175123,0
media.rejaem.co,15,3.189898,0
static.yaud.app,15,3.189898,0
support.jaesdoyete.tech,23,3.621176,0
docs.tiio.biz,13,3.026987,0
assets.haua.dev,15,3.006239,0
media.ioovheoa.com,18,3.169925,0
cdn.uaankako.app,16,3.0,0
support.neusne.app,18,3.169925,0
login.poig.gov,14,2.842371,0
static.edpe.dev,15,3.189898,0
VtfDSesI3f0UwvwrDBc=Km=.rfpsINCTyIy0THW=dmge=.N/M=8IraqNNOSlzIZOHyocN3N.AR/H2s8g0BHB59D/rhUYIN5hSVmm.botnet.xyz,111,5.360411,1
shop.toje.tech,14,3.093069,0
docs.paur.app,13,3.026987,0
mail.sadiop.app,15,3.006239,0
api.tata.tech,13,2.815072,0
www.acwaod.com,14,2.664498,0
0+uq/a75xif=Z/NENhVHQ0iKldJ0nnFAC.X+Z6Km5Dz3N8M=CuNb8fmdxuLB=xAJ.botnet.xyz,75,5.271826,1
92ecdd863ce9b117473bda8f.df9d9cdae33f9097658d01a966fa69e8.2554efeabc58ab7040e7d561aced27f.data-exfil.com,104,4.265942,1
a0a44658587d161c0ec12.f057b91a2b0eccd9ab735.tunnel.io,53,4.350193,1
mail.atri.net,13,3.085055,0
api.deiaivewa.edu,17,3.013071,0
833e1f23efab88d88095327a2e422e28156.386bcf70163346c169c12.2e978615cf8fcbb64ba6.e44077e043e62453c59a8fe22f.tunnel.io,115,4.199298,1
www.daowea.gov,14,2.807355,0
f9ab3ce843b8f07d1bc7a253d59d.821d4930b7d69b8d739077e3645c032.c2server.net,73,4.247843,1
support.ovzo.gov,16,3.125,0
ancewoingio.org,15,3.189898,0
700299400322c9902bd453aee3392714.04ada117fb87dea849d5e47cb77.02a9badb4ede9f296f10.tunnel.io,91,4.194395,1
shop.acusgo.com,15,3.189898,0
login.ueenovou.gov,18,3.058814,0
assets.veowsais.dev,19,3.070847,0
static.hiil.app,15,3.056565,0
blog.faalob.org,15,2.923231,0
b15684fe65a446118e33e643ffa.e40d31c5bfed79e06685855c9.f9da975dabb2b39a6fd7f93242925a9.cd14f41c6279a6ca9eb02dae2ff4f977cf3.exfil.ru,130,4.179023,1
support.hoot.tech,17,3.175123,0
docs.yohe.co,12,2.855389,0
login.eraccoing.co,18,3.19716,0
www.irje.com,12,3.022055,0
assets.viemgi.io,16,3.155639,0
media.ingho.io,14,3.182006,0
auth.istionhiwiin.info,22,3.174674,0
api.acco.tech,13,3.026987,0
login.jatuotia.io,17,3.175123,0
shop.gogeespa.org,17,3.057476,0
media.rimi.org,14,3.039149,0
media.bodioboxbi.com,20,3.146439,0
b49H5SqOn=6bVXg6y5yc=ANuumx6A+c/S.QnlT9+qLg6ZtdV/kUDSTl2yxQFfbq31g2.botnet.xyz,78,5.217656,1
static.isivepe.tech,19,3.181366,0
H33OayLVMOD9YQKG+IRoAtDM02xl.IEul88NNMuzckP8=gB3klUjmKhXug.data-exfil.com,73,5.360656,1
imceig.gov,10,2.921928,0
www.osabcakiga.io,17,3.175123,0
